year,round,driver_id,elo_before,elo_change_last_race,elo_change_last_5,elo_trend_direction
2021,18,alonso,1319.33,-175.46000000000004,-327.1100000000001,-1
2021,19,alonso,1458.93,139.60000000000014,-245.5,1
2021,20,alonso,1534.75,75.81999999999994,-151.8900000000001,1
2021,21,alonso,1715.97,181.22000000000003,-10.430000000000064,1
2021,22,alonso,1561.46,-154.51,66.67000000000007,-1
2022,1,alonso,1598.38,36.92000000000007,279.0500000000002,1
2022,2,alonso,1625.94,27.559999999999945,167.01,1
2022,3,alonso,1467.56,-158.3800000000001,-67.19000000000005,-1
2022,4,alonso,1359.68,-107.87999999999988,-356.28999999999996,-1
2022,5,alonso,1258.71,-100.97000000000003,-302.75,-1
2022,6,alonso,1410.97,152.26,-187.41000000000008,1
2022,7,alonso,1536.48,125.50999999999999,-89.46000000000004,1
2022,8,alonso,1638.26,101.77999999999997,170.70000000000005,1
2022,9,alonso,1695.99,57.73000000000002,336.30999999999995,1
2022,10,alonso,1671.86,-24.13000000000011,413.14999999999986,-1
2022,11,alonso,1758.83,86.97000000000003,347.8599999999999,1
2022,12,alonso,1676.3,-82.52999999999997,139.81999999999994,-1
2022,13,alonso,1731.89,55.590000000000146,93.63000000000011,1
2022,14,alonso,1714.74,-17.15000000000009,18.75,-1
2022,15,alonso,1789.26,74.51999999999998,117.40000000000009,1
2022,16,alonso,1802.08,12.819999999999936,43.25,1
2022,17,alonso,1455.27,-346.80999999999995,-221.02999999999997,-1
2022,18,alonso,1317.26,-138.01,-414.6300000000001,-1
2022,19,alonso,1519.71,202.45000000000005,-195.02999999999997,1
2022,20,alonso,1624.65,104.94000000000005,-164.6099999999999,1
2022,21,alonso,1364.9,-259.75,-437.17999999999984,-1
2022,22,alonso,1579.49,214.58999999999992,124.22000000000003,1
2023,1,alonso,1338.75,-240.74,21.49000000000001,-1
2023,2,alonso,1633.18,294.43000000000006,113.47000000000003,1
2023,3,alonso,1778.01,144.82999999999993,153.3599999999999,1
2023,4,alonso,1867.78,89.76999999999998,502.8799999999999,1
2023,5,alonso,1891.61,23.829999999999927,312.1199999999999,1
2023,6,alonso,1940.67,49.06000000000017,601.9200000000001,1
2023,7,alonso,2007.28,66.6099999999999,374.0999999999999,1
2023,8,alonso,1910.23,-97.04999999999995,132.22000000000003,-1
2023,9,alonso,1986.47,76.24000000000001,118.69000000000005,1
2023,10,alonso,1956.02,-30.450000000000045,64.41000000000008,-1
2023,11,alonso,1882.86,-73.16000000000008,-57.81000000000017,-1
2023,12,alonso,1789.79,-93.06999999999994,-217.49,-1
2023,13,alonso,1844.2,54.41000000000008,-66.02999999999997,1
2023,14,alonso,1951.16,106.96000000000004,-35.309999999999945,1
2023,15,alonso,1826.75,-124.41000000000008,-129.26999999999998,-1
2023,16,alonso,1590.62,-236.1300000000001,-292.24,-1
2023,17,alonso,1655.68,65.06000000000017,-134.1099999999999,1
2023,18,alonso,1741.32,85.63999999999987,-102.88000000000011,1
2023,19,alonso,1507.99,-233.32999999999993,-443.1700000000001,-1
2023,20,alonso,1360.36,-147.6300000000001,-466.3900000000001,-1
2023,21,alonso,1650.58,290.22,59.960000000000036,1
2023,22,alonso,1655.74,5.160000000000082,0.05999999999994543,1
2024,1,alonso,1683.75,28.00999999999999,-57.569999999999936,1
2024,2,alonso,1670.03,-13.720000000000027,162.03999999999996,-1
2024,3,alonso,1752.08,82.04999999999995,391.72,1
2024,4,alonso,1732.39,-19.689999999999827,81.81000000000017,-1
2024,5,alonso,1772.11,39.7199999999998,116.36999999999989,1
2024,6,alonso,1774.3,2.1900000000000546,90.54999999999995,1
2024,7,alonso,1723.99,-50.309999999999945,53.960000000000036,-1
2024,8,alonso,1418.93,-305.05999999999995,-333.14999999999986,-1
2024,9,alonso,1473.97,55.039999999999964,-258.4200000000001,1
